,ds,y,pos_attr,neg_attr
0,80098,-0.7356718786962662,0.004973015,0.0
1,80099,-0.1249552021170332,0.00043343633,0.0
2,80100,0.4979932028913158,0.0,0.003090764
3,80101,1.072193596541135,0.0,0.007267139
4,80102,1.5414381287473036,0.00035499135,0.0
5,80103,1.8597929641568645,0.0,0.010697285
6,80104,1.9960946952466119,0.005401942,0.0
7,80105,1.937000894259923,0.009307574,0.0
8,80106,1.688296188905658,0.0053844973,0.0
9,80107,1.2743260114724995,0.0,0.0026600282
10,80108,0.7356134509921568,0.0032631985,0.0
11,80109,0.12489249231761931,0.0013829488,0.0
12,80110,-0.4980540561713235,0.0,0.0031683515
13,80111,-1.0722466364673517,0.0,0.01941626
14,80112,-1.5414781632804864,0.0,0.024601046
15,80113,-1.859816074363702,0.0,0.012193425
16,80114,-1.9960986188997132,0.006280493,0.0
17,80115,-1.9369852472754385,0.021019276,0.0
18,80116,-1.688262502950737,0.021019684,0.0
19,80117,-1.274277584017304,0.01489981,0.0
20,80118,-0.7355550225687775,0.00873014,0.0
21,80119,-0.12482978240220076,0.0018930485,0.0
22,80120,0.4981149089738551,0.0,0.0048941006
23,80121,-0.7953673370366583,0.007652239,0.0
24,80122,5.817599904378415,0.0,0.019531792
25,80123,-0.5131524589185845,0.002515187,0.0
26,80124,1.2831727667025308,0.0,0.008395432
27,80125,2.4640294502442197,0.0,0.017100679
28,80126,1.1108602661721187,0.007761569,0.0
29,80127,0.5393616871869531,0.0,0.0028419124
30,80128,0.7354965934058879,0.0,0.0015955006
31,80129,0.12476707237083946,0.0038998928,0.0
32,80130,-0.49817576127066376,0.0,0.015952663
33,80131,-1.0723527131325903,0.0,0.02049303
34,80132,-1.541558227777952,0.0,0.024552142
35,80133,-1.8598622892759018,0.0,0.03380503
36,80134,-1.9961064602946739,0.0,0.016528483
37,80135,-1.9369539475675626,0.0,0.009712762
38,80136,-1.6881951260303805,0.011207019,0.0
39,80137,-1.2741807253507242,0.0149393305,0.0
40,80138,-0.7354381635306099,0.0074628657,0.0
41,80139,-0.12470436220181197,0.0011609084,0.0
42,80140,0.4982366130828295,0.0,0.0013876135
43,80141,1.0724057498715078,0.0,0.012439272
44,80142,1.5415982577514267,0.0,0.0016267257
45,80143,1.859885393978542,0.0,0.012390717
46,80144,1.9961103780365261,0.0,0.0095942775
47,80145,1.9369382948442015,0.0,0.0046816478
48,80146,1.688161435076715,0.004943049,0.0
49,80147,1.2741322941282198,0.004381086,0.0
50,80148,0.7353797329159366,0.010561642,0.0
51,80149,0.12464165192422733,0.0011266811,0.0
52,80150,-0.49829746440324557,0.0,0.009270433
53,80151,-1.0724587855581238,0.0,0.016061865
54,80152,-1.5416382861941036,0.0,0.020343993
55,80153,-1.8599084968481876,0.0,0.024859753
56,80154,-1.9961142938087109,0.006874806,0.0
57,80155,-1.936922640212746,0.014469573,0.0
58,80156,-1.6881277424490644,0.0146333445,0.0
59,80157,-1.274083861648172,0.014072749,0.0
60,80158,-0.7353213015889907,0.0059206057,0.0
61,80159,-0.12457894150910022,0.0013548239,0.0
62,80160,0.4983583152318519,0.0,0.005974871
63,80161,1.0725118201862442,0.0,0.01228051
64,80162,1.5416783131152145,0.0,0.008001096
65,80163,1.8599315978767899,0.0,0.0012638523
66,80164,1.9961182076107704,0.0,0.01025452
67,80165,1.9369069836677735,0.0007649651,0.0
68,80166,1.6880940481630684,0.0006174535,0.0
69,80167,1.2740354279106287,0.0,0.006100286
70,80168,0.7352628695295309,0.0,0.0006321289
71,80169,0.12451623098553982,0.0015602077,0.0
72,80170,-0.49841916557563487,0.0,0.010763052
73,80171,-1.0725648537558168,0.0,0.028159823
74,80172,-1.5417183385239894,0.0,0.023430504
75,80173,-1.8599546970750265,0.0,0.016689966
76,80174,-1.9961221194427006,0.0,0.006956152
77,80175,-1.9368913252111122,0.0,0.008832238
78,80176,-1.6880603522109576,0.0051020384,0.0
79,80177,-1.2739869929156376,0.024124736,0.0
80,80178,-0.7352044367443812,0.010101557,0.0
81,80179,-0.1244535203390844,0.0018130033,0.0
82,80180,0.4984800154133952,0.0,0.0024743828
83,80181,1.0726178862667888,0.0,0.0062732105
84,80182,1.5417583624064837,0.0,0.013783291
85,80183,1.8599777944321751,0.0,0.0047055623
86,80184,1.9961260293044978,0.0,0.023327684
87,80185,1.9368756648427774,0.010422325,0.0
88,80186,1.6880266545849605,0.0,0.00059580465
89,80187,1.2739385566688557,0.0054780436,0.0
90,80188,0.7351460032335992,0.010279226,0.0
91,80189,0.1243908095552721,0.0036775258,0.0
92,80190,-0.4985408647591657,0.0,0.011377873
93,80191,-1.0726709177191085,0.0,0.04419355
94,80192,-1.5417983847672931,0.0,0.043714084
95,80193,-1.8600008899535627,0.0,1.0
