,ds,y,pos_attr,neg_attr
0,80098,-0.7356718786962662,0.0,0.009299563
1,80099,-0.1249552021170332,0.0,0.00059692585
2,80100,0.4979932028913158,0.002217096,0.0
3,80101,1.072193596541135,0.006935368,0.0
4,80102,1.5414381287473036,0.0056347963,0.0
5,80103,1.8597929641568645,0.0,0.011719867
6,80104,1.9960946952466119,0.0,0.0032616898
7,80105,1.937000894259923,0.00031463717,0.0
8,80106,1.688296188905658,0.006899148,0.0
9,80107,1.2743260114724995,0.0019521625,0.0
10,80108,0.7356134509921568,0.0,0.003616082
11,80109,0.12489249231761931,0.0,0.000776675
12,80110,-0.4980540561713235,0.035119783,0.0
13,80111,-1.0722466364673517,0.0042201267,0.0
14,80112,-1.5414781632804864,0.13942926,0.0
15,80113,-1.859816074363702,0.012486619,0.0
16,80114,-1.9960986188997132,0.009643679,0.0
17,80115,-1.9369852472754385,0.16098668,0.0
18,80116,-1.688262502950737,0.0,0.0023190933
19,80117,-1.274277584017304,0.024257908,0.0
20,80118,-0.7355550225687775,0.0,0.0060778223
21,80119,-0.12482978240220076,0.0,0.0013491772
22,80120,0.4981149089738551,0.0015682634,0.0
23,80121,-0.7953673370366583,0.0,0.0026341518
24,80122,5.817599904378415,0.024292372,0.0
25,80123,-0.5131524589185845,0.0,0.0005301253
26,80124,1.2831727667025308,0.0036195137,0.0
27,80125,2.4640294502442197,0.0,0.011898287
28,80126,1.1108602661721187,0.0029419179,0.0
29,80127,0.5393616871869531,0.0005793716,0.0
30,80128,0.7354965934058879,0.0,0.0020440673
31,80129,0.12476707237083946,0.0,0.0001671729
32,80130,-0.49817576127066376,0.031206232,0.0
33,80131,-1.0723527131325903,0.015285665,0.0
34,80132,-1.541558227777952,0.16222359,0.0
35,80133,-1.8598622892759018,0.010415301,0.0
36,80134,-1.9961064602946739,0.009629349,0.0
37,80135,-1.9369539475675626,0.21229479,0.0
38,80136,-1.6881951260303805,0.013571214,0.0
39,80137,-1.2741807253507242,0.03366368,0.0
40,80138,-0.7354381635306099,0.0,0.0045510335
41,80139,-0.12470436220181197,0.0,0.002544296
42,80140,0.4982366130828295,0.0016559077,0.0
43,80141,1.0724057498715078,0.00053712295,0.0
44,80142,1.5415982577514267,0.0028628723,0.0
45,80143,1.859885393978542,0.0056818286,0.0
46,80144,1.9961103780365261,0.0,0.008170727
47,80145,1.9369382948442015,0.0,0.0015516034
48,80146,1.688161435076715,0.0,0.002715705
49,80147,1.2741322941282198,0.0014518147,0.0
50,80148,0.7353797329159366,0.0,0.006408028
51,80149,0.12464165192422733,0.0,9.796747e-05
52,80150,-0.49829746440324557,0.02232394,0.0
53,80151,-1.0724587855581238,0.0,0.0018773745
54,80152,-1.5416382861941036,0.12944557,0.0
55,80153,-1.8599084968481876,0.011188521,0.0
56,80154,-1.9961142938087109,0.0045334687,0.0
57,80155,-1.936922640212746,0.16337691,0.0
58,80156,-1.6881277424490644,0.0,0.0025456133
59,80157,-1.274083861648172,0.02664862,0.0
60,80158,-0.7353213015889907,0.00063725625,0.0
61,80159,-0.12457894150910022,0.0,0.0028098207
62,80160,0.4983583152318519,0.0010466732,0.0
63,80161,1.0725118201862442,0.00060445693,0.0
64,80162,1.5416783131152145,0.005787698,0.0
65,80163,1.8599315978767899,0.0,0.0007607704
66,80164,1.9961182076107704,0.00537251,0.0
67,80165,1.9369069836677735,0.0057231183,0.0
68,80166,1.6880940481630684,0.007528273,0.0
69,80167,1.2740354279106287,0.00049763883,0.0
70,80168,0.7352628695295309,0.0,0.0038555362
71,80169,0.12451623098553982,0.0,0.00019996152
72,80170,-0.49841916557563487,0.026060507,0.0
73,80171,-1.0725648537558168,0.005573129,0.0
74,80172,-1.5417183385239894,0.15627915,0.0
75,80173,-1.8599546970750265,0.014434459,0.0
76,80174,-1.9961221194427006,0.008897885,0.0
77,80175,-1.9368913252111122,0.2316363,0.0
78,80176,-1.6880603522109576,0.0,0.0044672256
79,80177,-1.2739869929156376,0.04040774,0.0
80,80178,-0.7352044367443812,0.0,0.0012449059
81,80179,-0.1244535203390844,0.0,0.0030161648
82,80180,0.4984800154133952,0.0004810115,0.0
83,80181,1.0726178862667888,0.0,0.001480007
84,80182,1.5417583624064837,0.00116844,0.0
85,80183,1.8599777944321751,0.0,0.0019425265
86,80184,1.9961260293044978,0.0,0.006679881
87,80185,1.9368756648427774,0.009170449,0.0
88,80186,1.6880266545849605,0.008618567,0.0
89,80187,1.2739385566688557,0.0,0.0024713401
90,80188,0.7351460032335992,0.0,0.00093052204
91,80189,0.1243908095552721,0.0,0.00021450792
92,80190,-0.4985408647591657,0.014723009,0.0
93,80191,-1.0726709177191085,0.004344905,0.0
94,80192,-1.5417983847672931,0.23937705,0.0
95,80193,-1.8600008899535627,0.0,1.0
